ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,Critical instructions! Evaluate the economy under 25 hypothetical presidents who are serving in thei...,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,epc_2017,epc_2021,epc_2025,epc_2029,epc_2033,epc_2037,epc_2041,epc_2045,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,"As you may have heard, Mitt Romney recently chose Paul Ryan as his running mate for the 2012 preside...",How likely are you to votefor the Romney/Ryan ticket in ...,"As you may have heard, Mitt Romney recently chose Paul Ryan (shown below) as his running mate for th...",How likely are you to vote / for the Romney/Ryan ticket in November?,"As you may have heard, Chris Christie was recently chosen as / the keynote speaker for the Republican...",How likely would you have / been to vote for a Romney/Christie ticket in November?,"As you may have heard, Chris Christie (shown below) was recently chosen as the keynote speaker for t...",How likely would you have / been to vote for a Romney/Christie ticket in November?,Thanks again! Any comments? (optional)
R_cUqTZSvisc28rGd,Default Response Set,Anonymous,,,0,8/22/2012 5:01,8/22/2012 5:11,1,1218,1,2,3,2,2,2,2,2,2,3,2,2,1,2,2,1,2,1,3,2,2,3,2,3,3,2,10,20,40,30,,,1,,1,,1,6,,,,,,,
R_6A8SRL9yxlXri5f,Default Response Set,Anonymous,,,0,8/22/2012 5:16,8/22/2012 5:19,1,1218,1,3,4,2,3,2,2,3,2,3,2,3,2,3,2,3,3,2,3,4,2,3,2,4,3,2,25,25,25,25,,,1,,1,,,,,,1,4,,,
R_0UtI6fELvSfs3qt,Default Response Set,Anonymous,,,0,8/22/2012 5:22,8/22/2012 5:32,1,1218,1,4,3,1,3,1,1,3,4,2,1,1,2,3,2,2,2,1,3,3,3,3,2,4,3,2,0,15,55,30,,,1,,1,,,,,,,,1,7,
R_9slxq8TXEayWuwZ,Default Response Set,Anonymous,,,0,8/22/2012 5:27,8/22/2012 5:35,1,1218,1,4,4,2,3,3,2,4,3,4,2,4,2,3,3,3,3,2,4,3,4,4,2,4,3,3,10,40,30,20,,,1,,1,,1,4,,,,,,,
R_bJkTXUmxvx81pt3,Default Response Set,Anonymous,,,0,8/22/2012 5:33,8/22/2012 5:40,1,1218,1,3,4,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,15,20,30,35,,,1,,1,,,,,,1,1,,,
R_01hUB9JgyAlhhRz,Default Response Set,Anonymous,,,0,8/22/2012 5:37,8/22/2012 5:42,1,1218,1,2,4,2,3,3,2,3,3,3,2,3,1,3,1,1,3,2,3,4,3,4,3,4,4,3,10,20,50,20,,,1,,1,,,,,,,,1,4,
R_0iDJmA9bBNvpT9P,Default Response Set,Anonymous,,,0,8/22/2012 6:02,8/22/2012 6:12,1,1218,1,4,4,3,4,3,2,4,4,4,3,3,1,4,3,3,4,2,4,4,4,4,1,4,4,4,15,50,20,15,,,1,,1,,1,1,,,,,,,"while I know I can find the info online somewhere, would be curious as to the parties for their second terms for each graphic!"
R_1FjObG1limrgM3r,Default Response Set,Anonymous,,,0,8/22/2012 6:23,8/22/2012 6:33,1,1218,1,3,3,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,4,2,2,4,2,3,3,2,20,30,22,28,,,1,,1,,,,1,5,,,,,
R_3wodjjH8369VoMZ,Default Response Set,Anonymous,,,0,8/22/2012 6:55,8/22/2012 6:58,1,1218,1,2,3,3,2,4,2,2,1,3,2,2,2,1,3,1,2,1,4,2,2,3,1,2,3,1,10,5,5,80,,,1,,1,,1,1,,,,,,,
R_25hWhe4pImyGVPT,Default Response Set,Anonymous,,,0,8/22/2012 7:00,8/22/2012 7:05,1,1218,1,3,4,3,3,3,2,3,3,3,3,3,2,3,2,2,3,2,4,3,2,4,2,4,4,3,10,20,30,40,,,1,,1,,,,1,1,,,,,
R_24gMWuA8YneVpTn,Default Response Set,Anonymous,,,0,8/22/2012 7:17,8/22/2012 7:32,1,1218,1,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,3,2,3,3,3,3,2,4,3,2,20,30,30,20,,,1,,1,,,,,,1,2,,,
R_41PHY8H2H4hPwnX,Default Response Set,Anonymous,,,0,8/22/2012 7:31,8/22/2012 7:39,1,1218,1,2,2,4,1,2,3,3,3,3,3,3,1,1,1,1,2,2,3,2,1,2,3,2,3,4,20,30,25,25,,,1,,1,,,,,,1,6,,,
R_2tmzdwrQgzDjTUx,Default Response Set,Anonymous,,,0,8/22/2012 8:08,8/22/2012 8:12,1,1218,1,3,4,2,3,3,2,3,3,4,1,3,2,4,3,2,3,2,4,3,3,4,3,4,4,3,40,30,20,10,,,,,,1,,,,,,,1,4,
R_0Nufbwv1V0KEiGN,Default Response Set,Anonymous,,,0,8/22/2012 8:14,8/22/2012 8:18,1,1218,1,3,3,2,3,2,2,3,3,3,2,3,2,2,2,1,3,2,4,3,3,4,3,3,3,2,20,20,30,30,,,1,,1,,1,1,,,,,,,NO
R_bjUiUikJLZkMRo1,Default Response Set,Anonymous,,,0,8/22/2012 8:24,8/22/2012 8:30,1,1218,1,3,4,3,4,3,2,3,4,3,2,2,2,4,2,3,3,2,4,3,4,4,3,4,4,3,75,10,5,10,,,,,1,,,,,,1,5,,,
R_d3TuRTy7VM4BhAN,Default Response Set,Anonymous,,,0,8/22/2012 8:26,8/22/2012 8:31,1,1218,1,3,3,2,3,3,2,3,3,3,2,3,2,3,2,3,3,2,3,3,3,4,2,3,3,2,20,20,30,30,,,1,,1,,,,,,1,1,,,
R_3Ox6gTddzPT9s6p,Default Response Set,Anonymous,,,0,8/22/2012 8:29,8/22/2012 8:35,1,1218,1,3,4,2,3,3,3,3,3,3,2,3,3,3,2,2,3,2,4,4,3,4,3,4,4,3,10,20,30,40,,,1,,1,,,,,,1,4,,,
R_2bGTkTo53DtyZAV,Default Response Set,Anonymous,,,0,8/22/2012 8:28,8/22/2012 8:37,1,1218,1,3,4,1,4,2,1,4,3,4,1,2,2,4,2,2,3,2,3,3,3,2,3,4,4,2,50,30,15,5,,,1,,1,,,,,,,,1,3,
R_78VqfVRk8a7eVKZ,Default Response Set,Anonymous,,,0,8/22/2012 8:52,8/22/2012 8:54,1,1218,1,3,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,2,4,3,2,25,25,25,25,,,1,,1,,1,1,,,,,,,
R_1C9anhG4GeoOexv,Default Response Set,Anonymous,,,0,8/22/2012 8:58,8/22/2012 9:04,1,1218,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,15,25,35,25,,,1,,1,,,,1,1,,,,,N/A
R_1EROE9yTx5qzKrr,Default Response Set,Anonymous,,,0,8/22/2012 8:59,8/22/2012 9:06,1,1218,1,4,4,3,4,3,2,4,4,4,2,4,2,3,2,2,4,1,4,4,4,4,3,4,4,3,15,20,30,35,,,1,,1,,,,1,7,,,,,Good luck!
R_0iGzFKKQZ5eBDgN,Default Response Set,Anonymous,,,0,8/22/2012 9:03,8/22/2012 9:06,1,1218,1,3,4,2,3,3,3,3,4,3,2,3,2,3,2,2,3,2,4,4,3,3,3,4,4,3,20,20,30,30,,,1,,1,,,,,,1,6,,,
R_b7Mw81MCpxJV0Vf,Default Response Set,Anonymous,,,0,8/22/2012 9:03,8/22/2012 9:09,1,1218,1,2,4,2,3,3,1,3,4,3,2,3,1,2,2,1,2,2,4,4,3,4,2,3,3,3,25,35,25,15,,,1,,1,,,,1,3,,,,,It would be interesting to see inflation figures alongside the personal income growth data to get a better measure of how people were really doing. 
R_eA0YdbtKapPOEe1,Default Response Set,Anonymous,,,0,8/22/2012 9:04,8/22/2012 9:10,1,1218,1,2,3,2,2,3,1,3,3,3,3,2,1,1,1,1,2,2,3,2,2,4,2,3,3,2,10,20,30,40,,,1,,1,,,,,,,,1,4,
R_0rgYoAH3Tpp7jtX,Default Response Set,Anonymous,,,0,8/22/2012 9:05,8/22/2012 9:10,1,1218,1,3,4,3,3,3,2,3,2,3,2,3,2,3,2,3,3,2,4,3,3,3,2,4,4,3,15,20,30,35,,,1,,1,,,,,,,,1,2,
R_3BGVLN63hTnyfeB,Default Response Set,Anonymous,,,0,8/22/2012 9:08,8/22/2012 9:13,1,1218,1,3,3,2,2,3,3,3,3,3,2,3,2,2,2,2,3,2,4,3,3,4,2,4,3,2,10,20,25,45,,,1,,1,,1,5,,,,,,,
R_5ptZxzlJzsndND7,Default Response Set,Anonymous,,,0,8/22/2012 9:23,8/22/2012 9:29,1,1218,1,3,3,4,2,4,1,2,3,3,4,3,1,3,3,3,3,4,3,2,3,4,3,4,3,3,20,20,20,40,,1,,,,,,,1,1,,,,,nice hits and really enjoyed doing it sir
R_070KAF2E4qqri4Z,Default Response Set,Anonymous,,,0,8/22/2012 9:23,8/22/2012 9:30,1,1218,1,4,4,3,4,2,2,4,3,3,2,2,2,4,2,3,3,2,4,4,4,4,3,4,4,3,15,30,25,30,,,1,,1,,,,,,,,1,4,
R_5arxXzkBHmLtNbf,Default Response Set,Anonymous,,,0,8/22/2012 9:30,8/22/2012 9:37,1,1218,1,3,3,3,3,3,3,3,1,4,3,4,1,2,2,2,3,2,4,3,3,4,2,4,4,2,10,20,30,40,,,1,,1,,,,1,4,,,,,
R_egshsfHGOEeiTKR,Default Response Set,Anonymous,,,0,8/22/2012 9:47,8/22/2012 9:52,1,1218,1,4,3,2,3,2,2,4,4,3,2,2,2,3,2,3,3,2,4,4,3,3,3,4,3,1,10,20,35,35,,,1,,1,,,,1,1,,,,,
R_54oEq8XY2MwZogJ,Default Response Set,Anonymous,,,0,8/22/2012 9:44,8/22/2012 9:53,1,1218,1,4,4,2,4,3,2,4,4,3,3,2,2,4,3,3,3,2,4,3,3,4,3,4,4,3,30,15,15,40,,,1,,1,,1,1,,,,,,,
R_6J7irptzFUuJmyV,Default Response Set,Anonymous,,,0,8/22/2012 9:49,8/22/2012 9:54,1,1218,1,3,4,3,3,3,2,4,4,3,1,4,2,4,3,2,3,1,4,4,2,3,3,4,4,2,10,20,50,20,,,1,,1,,,,,,,,1,1,
R_03dry3gok2HV1m5,Default Response Set,Anonymous,,,0,8/22/2012 10:03,8/22/2012 10:09,1,1218,1,4,4,3,2,3,2,3,3,3,2,3,2,2,2,2,3,2,3,4,2,4,2,4,3,1,10,20,30,40,,,1,,1,,,,1,1,,,,,
R_3WQioYT1JCBN88J,Default Response Set,Anonymous,,,0,8/22/2012 10:27,8/22/2012 10:35,1,1218,1,4,3,3,3,3,2,3,4,3,2,3,1,2,3,2,4,2,3,3,2,3,3,4,3,2,20,30,25,25,,,,,1,,,,,,,,1,5,
R_51GHaNWNkQITVtj,Default Response Set,Anonymous,,,0,8/22/2012 10:45,8/22/2012 10:49,1,1218,1,4,4,3,4,3,2,4,3,4,3,3,3,3,3,3,4,2,3,4,3,4,3,4,4,4,70,20,5,5,,,1,,1,,,,,,,,1,1,
R_3yCIJHtn24gZmcJ,Default Response Set,Anonymous,,,0,8/22/2012 10:42,8/22/2012 10:50,1,1218,1,2,3,3,1,3,2,1,2,3,2,3,1,1,1,1,1,2,4,2,2,4,1,2,3,2,10,20,30,40,,,1,,1,,,,,,1,3,,,No comments
R_25ZGjg9RIgxjhUV,Default Response Set,Anonymous,,,0,8/22/2012 10:54,8/22/2012 10:58,1,1218,1,2,4,2,3,2,3,4,3,3,2,3,2,3,2,2,3,2,3,3,3,3,3,4,2,3,20,20,30,30,,,,,,1,,,,,1,1,,,
R_a8BjMGJhGzW8Fmd,Default Response Set,Anonymous,,,0,8/22/2012 11:05,8/22/2012 11:10,1,1218,1,4,4,3,3,3,2,4,4,3,2,2,3,4,2,3,3,2,4,4,3,4,2,4,4,2,15,20,30,35,,,1,,1,,1,1,,,,,,,
R_cYcJwibFjRoTN7D,Default Response Set,Anonymous,,,0,8/22/2012 11:14,8/22/2012 11:19,1,1218,1,3,3,2,1,4,2,4,1,4,2,3,1,1,2,2,3,2,3,4,1,4,1,4,2,1,20,30,30,20,,,,,,1,1,1,,,,,,,
R_4TnkqvOnn9yjuRf,Default Response Set,Anonymous,,,0,8/22/2012 11:52,8/22/2012 12:05,1,1218,1,2,3,2,4,2,4,3,3,2,1,4,4,2,2,4,1,2,4,4,4,1,4,1,3,2,20,20,50,10,,,1,,1,,,,,,1,4,,,this test was interesting for me . thank you too.
R_0qV1AaGDJ9awqi1,Default Response Set,Anonymous,,,0,8/22/2012 12:09,8/22/2012 12:14,1,1218,1,4,4,2,3,3,3,3,4,4,3,2,2,3,2,2,3,2,4,4,4,4,3,4,3,2,15,20,25,40,,,1,,1,,,,1,1,,,,,
R_brX8yZO7KotCf8V,Default Response Set,Anonymous,,,0,8/22/2012 12:11,8/22/2012 12:15,1,1218,1,3,4,2,3,3,2,3,2,3,1,3,1,3,1,1,3,1,3,2,2,3,3,3,4,2,10,15,25,50,,,1,,1,,,,,,1,1,,,
R_eYcA69s3mBnydNP,Default Response Set,Anonymous,,,0,8/22/2012 12:13,8/22/2012 12:20,1,1218,1,3,2,3,2,3,3,3,2,3,3,3,2,3,3,1,3,3,4,3,3,4,1,3,2,1,20,35,20,25,,,1,,1,,,,,,1,6,,,
R_9RdVLYcjaLPOqod,Default Response Set,Anonymous,,,0,8/22/2012 12:16,8/22/2012 12:20,1,1218,1,3,4,2,3,2,2,3,3,3,2,2,1,3,1,1,2,2,3,3,3,3,3,4,3,2,20,25,25,30,,,1,,1,,,,1,2,,,,,
R_bmFmg8QOQd7EkSh,Default Response Set,Anonymous,,,0,8/22/2012 12:36,8/22/2012 12:39,1,1218,1,4,4,3,3,2,2,4,4,3,2,3,3,4,3,2,3,2,4,4,2,4,3,3,4,4,40,20,-10,50,,1,,,,,,,,,,,1,1,
R_8I0xMcXJVYDCvJz,Default Response Set,Anonymous,,,0,8/22/2012 12:56,8/22/2012 13:04,1,1218,1,3,3,3,3,3,1,3,1,2,2,3,1,1,2,1,2,1,4,4,1,2,2,3,1,3,25,22,33,20,,,1,,1,,1,1,,,,,,,"Gary Johnson all the way,"
R_8oJtK94DdLaLJKB,Default Response Set,Anonymous,,,0,8/22/2012 13:05,8/22/2012 13:11,1,1218,1,2,3,2,2,2,3,4,4,2,2,4,1,3,1,1,2,1,4,4,2,3,1,4,4,3,25,25,25,25,,,1,,1,,1,7,,,,,,,
R_dgPGbPxrEAndnHT,Default Response Set,Anonymous,,,0,8/22/2012 13:13,8/22/2012 13:19,1,1218,1,4,4,3,4,3,2,4,4,4,3,4,2,4,3,3,3,2,4,4,4,4,4,4,4,4,5,15,45,35,,,1,,1,,,,,,,,1,7,
R_393wwgs7n8pIwBv,Default Response Set,Anonymous,,,0,8/22/2012 13:36,8/22/2012 13:39,1,1218,1,3,4,2,3,3,2,4,4,4,2,3,2,3,2,3,3,2,4,3,3,4,3,4,4,3,30,30,20,20,,,1,,1,,,,,,1,1,,,none
R_0vu1iODV67mkpMx,Default Response Set,Anonymous,,,0,8/22/2012 13:54,8/22/2012 14:16,1,1218,1,4,4,2,4,2,2,4,4,4,3,3,3,4,3,2,3,2,4,4,3,4,3,4,4,3,20,25,25,30,,,1,,1,,,,,,,,1,1,
R_3z24WsSOLgRDiZv,Default Response Set,Anonymous,,,0,8/22/2012 14:22,8/22/2012 14:28,1,1218,1,3,4,3,3,4,2,4,4,4,2,3,3,3,3,3,3,2,4,4,3,4,3,4,4,3,10,20,30,40,,,1,,1,,1,1,,,,,,,
R_9FXPFJgjxvaSNCZ,Default Response Set,Anonymous,,,0,8/22/2012 14:33,8/22/2012 14:39,1,1218,1,3,4,2,4,2,1,4,4,3,3,2,1,3,2,3,3,2,4,4,3,3,3,4,4,3,20,30,30,20,,,1,,1,,,,1,6,,,,,Keep the surveys coming!! I like knowing that my opinion is worth something!!
R_6s4RTsRExhSvTaR,Default Response Set,Anonymous,,,0,8/22/2012 14:31,8/22/2012 14:42,1,1218,1,3,4,2,3,4,2,3,2,4,2,3,1,2,1,2,3,2,4,3,3,4,2,4,4,2,60,30,5,5,,,1,,1,,,,,,1,2,,,no
R_5yVRYcQbLVaHvFP,Default Response Set,Anonymous,,,0,8/22/2012 14:38,8/22/2012 14:43,1,1218,1,4,4,4,2,3,2,3,4,4,3,3,2,1,2,2,4,3,3,3,2,3,2,4,3,3,10,0,40,50,,,1,,1,,1,1,,,,,,,
R_b9O5mxddWr0ycWV,Default Response Set,Anonymous,,,0,8/22/2012 14:30,8/22/2012 14:52,1,1218,1,2,3,3,1,3,3,2,2,4,3,3,2,1,1,1,2,3,3,3,1,4,2,3,2,2,10,15,25,50,,,1,,1,1,1,1,,,,,,,no comment
R_aWb4T1rEQWCKOHz,Default Response Set,Anonymous,,,0,8/22/2012 15:01,8/22/2012 15:08,1,1218,1,4,3,2,3,2,2,3,3,3,2,2,2,3,2,3,3,2,3,4,3,3,3,4,4,2,20,20,30,30,,,1,,1,,,,,,,,1,1,
R_8em0ugcTZtcUkvj,Default Response Set,Anonymous,,,0,8/22/2012 15:12,8/22/2012 15:21,1,1218,1,2,3,1,3,2,3,3,2,2,2,3,4,2,2,3,2,1,4,4,3,1,3,3,4,1,10,10,30,50,,,1,,1,,,,1,2,,,,,No comment.
R_9H4WpaOSvB0223P,Default Response Set,Anonymous,,,0,8/22/2012 15:27,8/22/2012 15:38,1,1218,1,2,3,3,4,1,4,3,3,3,1,4,4,3,3,3,2,1,4,2,4,1,4,2,3,1,10,40,40,10,,,1,,,,,,,,1,1,,,
R_82P5tuJSKyFoHGt,Default Response Set,Anonymous,,,0,8/22/2012 15:33,8/22/2012 15:38,1,1218,1,3,3,3,2,3,3,3,2,4,3,3,2,2,2,3,3,2,4,3,3,4,2,4,3,2,20,20,30,30,1,,,,,,1,1,,,,,,,
R_2acifgigRD1XqJv,Default Response Set,Anonymous,,,0,8/22/2012 15:47,8/22/2012 15:54,1,1218,1,2,3,3,2,3,3,3,1,3,3,3,3,2,2,2,2,2,3,3,2,3,2,2,3,1,30,20,25,25,,,1,,1,,,,,,,,1,1,n/a
R_3TY7BP1ZD7cYUER,Default Response Set,Anonymous,,,0,8/22/2012 16:02,8/22/2012 16:19,1,1218,1,2,3,1,2,3,1,2,3,4,2,2,2,2,2,1,2,1,2,2,3,3,2,3,4,2,15,45,20,20,,,1,,1,,,,,,1,1,,,
R_8nUYVqrkjSr2OUd,Default Response Set,Anonymous,,,0,8/22/2012 16:27,8/22/2012 16:33,1,1218,1,2,4,1,3,1,3,3,3,1,2,3,4,2,1,4,1,1,4,4,3,1,4,3,4,1,60,25,10,5,,,1,,1,,,,,,1,1,,,
R_237fggn1WrvaESh,Default Response Set,Anonymous,,,0,8/22/2012 17:27,8/22/2012 17:32,1,1218,1,3,3,1,3,2,1,3,4,2,1,3,2,3,2,2,2,1,3,3,2,4,1,3,3,2,35,20,20,25,,,1,,1,,1,1,,,,,,,
R_8kNac1KJShU696Z,Default Response Set,Anonymous,,,0,8/22/2012 17:38,8/22/2012 17:41,1,1218,1,4,4,3,4,3,1,3,4,3,3,3,2,4,3,3,3,3,2,4,4,4,3,4,4,4,27,13,32,28,,,,,,1,,,1,1,,,,,
R_eFqpNu1cwGwxYi1,Default Response Set,Anonymous,,,0,8/22/2012 17:37,8/22/2012 17:44,1,1218,1,1,3,3,2,3,2,1,2,3,2,3,1,1,1,1,1,2,3,2,1,4,1,4,3,2,10,30,40,20,,,1,,1,,1,1,,,,,,,
R_dbse1jk59TVVJf7,Default Response Set,Anonymous,,,0,8/22/2012 17:45,8/22/2012 17:47,1,1218,1,2,3,2,3,3,3,2,3,2,2,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,10,20,30,40,,,1,,,,,,,,,,1,4,
R_beZFnFASoJNE6vX,Default Response Set,Anonymous,,,0,8/22/2012 17:46,8/22/2012 17:51,1,1218,1,3,4,2,2,3,3,3,3,4,2,3,2,4,2,2,2,2,3,3,3,4,2,4,4,2,15,30,30,25,,,1,,1,,,,1,4,,,,,Thank you
R_6MbtaEszkwpg35P,Default Response Set,Anonymous,,,0,8/22/2012 19:10,8/22/2012 19:19,1,1218,1,3,4,1,3,2,2,3,4,3,3,2,4,3,3,3,3,2,2,4,3,3,3,4,3,4,10,15,15,60,,,1,1,,,,,,,,,1,4,
R_beaD8vXOsBY3Z09,Default Response Set,Anonymous,,,0,8/22/2012 19:10,8/22/2012 19:23,1,1218,1,3,4,2,2,3,2,3,4,3,2,3,3,3,2,3,3,2,4,4,3,3,2,4,4,3,30,20,30,20,,,1,,1,,,,1,3,,,,,
R_bHQqAwp7XcH2sKh,Default Response Set,Anonymous,,,0,8/22/2012 19:10,8/22/2012 19:25,1,1218,1,1,2,3,2,2,3,2,3,4,3,3,1,2,3,2,3,3,3,4,3,3,2,3,2,2,25,28,10,37,,,1,,1,,,,,,1,1,,,
R_4HkW4KM4NeuKMdL,Default Response Set,Anonymous,,,0,8/22/2012 19:48,8/22/2012 19:56,1,1218,1,3,4,3,3,3,2,4,4,3,3,3,3,4,2,3,3,2,4,4,3,4,3,4,4,3,10,15,30,45,,,1,,1,,,,1,1,,,,,
R_1LFzg6MhpJFlcUZ,Default Response Set,Anonymous,,,0,8/22/2012 20:04,8/22/2012 20:14,1,1218,1,3,4,2,3,3,2,3,3,3,2,3,2,3,2,2,3,2,4,3,3,4,2,4,4,2,15,25,20,40,,,1,,1,,1,7,,,,,,,
R_4G9jzFpNhWWtbQ9,Default Response Set,Anonymous,,,0,8/22/2012 20:31,8/22/2012 20:36,1,1218,1,4,4,2,3,3,3,3,4,4,3,3,3,3,3,2,4,3,4,4,3,4,3,4,4,3,25,10,15,50,,,1,,1,,1,1,,,,,,,Romney's VP choice is a tool.
R_d0zgnRAHzdZBsCp,Default Response Set,Anonymous,,,0,8/22/2012 21:02,8/22/2012 21:11,1,1218,1,3,2,3,2,3,2,1,3,1,1,3,3,3,1,2,3,2,4,2,3,3,1,4,4,2,30,40,20,10,,,,,1,,,,,,1,1,,,
R_2bKPdUriV9NUXQh,Default Response Set,Anonymous,,,0,8/22/2012 21:03,8/22/2012 21:17,1,1218,1,4,4,2,4,2,2,4,4,2,1,3,3,4,2,2,3,2,4,3,3,4,2,3,4,3,15,25,20,40,,,1,,1,,,,1,4,,,,,
R_3DcBpfv6MCmvPY9,Default Response Set,Anonymous,,,0,8/22/2012 21:36,8/22/2012 21:46,1,1218,1,4,4,3,4,2,2,4,3,3,2,3,2,3,2,3,3,2,4,4,3,3,3,4,4,3,35,35,15,15,,,1,,1,,1,5,,,,,,,
R_7QBogkyrgltJrOR,Default Response Set,Anonymous,,,0,8/22/2012 21:45,8/22/2012 21:47,1,1218,1,4,3,2,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,3,4,3,3,78,9,9,4,,,1,,,,1,4,,,,,,,
R_74cNpXyCF2qtmF7,Default Response Set,Anonymous,,,0,8/22/2012 22:38,8/22/2012 22:48,1,1218,1,3,4,2,3,3,2,3,3,3,2,3,2,3,2,2,3,2,3,3,2,4,3,4,4,3,10,20,30,40,,,1,,1,,,,1,1,,,,,"I think that the attitudes of Mitt Romney and his wife will throw us backwards as far as women's rights, both in health care and in finding equality in the work place.  Mrs. Romney stated that she didn't see why women were trying to get equal pay, because men have been in the workplace longer, so they deserve higher pay.  And women shouldn't want to be able to do all of the jobs men do.  And what man would want to marry a woman who thinks herself equal to a man?  These statements show that to the Romneys, women should just want to get married and have a man take care of them, perhaps working a little on the side, and being grateful for the opportunity to get out of the house."
R_9QPIP9sCEwIvct7,Default Response Set,Anonymous,,,0,8/23/2012 0:02,8/23/2012 0:11,1,1218,1,3,4,3,3,3,3,4,2,3,2,4,2,2,2,3,3,2,4,3,3,4,2,4,3,3,15,30,50,5,,,1,,1,,1,1,,,,,,,
R_1MTzSPNCCv4qhQp,Default Response Set,Anonymous,,,0,8/23/2012 1:42,8/23/2012 1:45,1,1218,1,3,3,2,3,3,3,3,4,3,2,3,4,3,4,3,2,4,3,4,3,3,3,4,3,3,24,30,22,24,,,1,,1,,,,,,,,1,1,
R_06ZVesv5JOGuoTz,Default Response Set,Anonymous,,,0,8/23/2012 2:27,8/23/2012 2:33,1,1218,1,3,3,2,3,3,2,3,3,3,2,3,3,3,2,3,3,2,4,3,3,4,2,4,4,2,10,20,30,40,,,1,,1,,1,2,,,,,,,
R_1X2PD3sFJI9gCl7,Default Response Set,Anonymous,,,0,8/23/2012 3:43,8/23/2012 3:49,1,1218,1,2,4,2,3,3,3,4,3,3,2,3,1,2,1,1,2,2,4,4,3,4,4,4,4,3,25,15,45,15,,,1,,1,,,,,,1,1,,,
R_bIMM0WJqroeaDJP,Default Response Set,Anonymous,,,0,8/23/2012 3:58,8/23/2012 4:03,1,1218,1,2,3,1,1,2,2,3,3,2,1,2,1,3,1,1,3,1,3,3,2,3,2,4,4,3,10,30,30,30,,,1,,1,,1,7,,,,,,,
R_0VrsU6PjYWgB8Z7,Default Response Set,Anonymous,,,0,8/23/2012 4:41,8/23/2012 4:45,1,1218,1,4,4,3,3,2,2,3,3,3,2,3,3,3,2,3,4,2,4,4,3,3,2,4,3,2,65,20,10,5,,,1,,1,,,,1,4,,,,,
R_bpEc2UQQCP72d1j,Default Response Set,Anonymous,,,0,8/23/2012 5:15,8/23/2012 5:22,1,1218,1,4,4,3,3,4,2,4,2,4,2,2,3,3,2,3,3,2,3,2,3,4,2,4,4,1,12,21,29,38,,,1,,1,,,,1,2,,,,,
R_cu3DamvMwbbu8Lz,Default Response Set,Anonymous,,,0,8/23/2012 5:33,8/23/2012 5:40,1,1218,1,3,4,3,3,3,2,3,3,3,2,3,2,3,2,2,3,2,3,3,3,3,2,4,3,2,15,20,30,35,,,1,,1,,,,,,,,1,7,"I tend to think that steady upward progression rates a ""fairly good"" or ""very good"" rating, depending on the hard numbers."
R_ah2rfCYMqe25dxr,Default Response Set,Anonymous,,,0,8/23/2012 6:23,8/23/2012 6:28,1,1218,1,3,3,3,3,3,2,4,3,3,2,3,2,3,1,2,3,2,3,3,3,4,3,4,4,1,14,31,33,22,,,1,,1,,,,,,1,4,,,
R_42sF1rZZQzkqvFb,Default Response Set,Anonymous,,,0,8/23/2012 6:31,8/23/2012 6:33,1,1218,1,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,3,4,3,3,3,4,4,3,25,22,22,31,,1,,,,,1,1,,,,,,,2
R_elgLBlIjJHk4y45,Default Response Set,Anonymous,,,0,8/23/2012 6:56,8/23/2012 7:03,1,1218,1,3,4,3,2,4,3,3,3,3,4,3,3,1,2,1,2,4,4,4,2,4,3,4,3,2,20,25,45,10,,,,,,1,1,5,,,,,,,
R_0N8caKWoC6EtuSx,Default Response Set,Anonymous,,,0,8/23/2012 6:57,8/23/2012 7:05,1,1218,1,2,3,3,2,3,3,2,3,4,3,4,1,1,2,2,3,3,4,3,1,4,2,3,2,2,20,30,35,15,,,1,,1,,1,6,,,,,,,none
R_bEPwa1InZmY06G1,Default Response Set,Anonymous,,,0,8/23/2012 7:35,8/23/2012 7:39,1,1218,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,20,20,25,35,,,1,,1,,,,1,1,,,,,paul ryan is a dangerous man
R_8ws39oNjI7J1C4d,Default Response Set,Anonymous,,,0,8/23/2012 7:33,8/23/2012 7:44,1,1218,1,4,4,2,3,4,2,3,2,4,3,3,2,3,4,2,3,2,4,4,3,4,2,4,4,3,15,25,40,20,,,1,,1,,,,1,4,,,,,
