ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,Critical instructions! Evaluate the economy under 17 hypothetical presidents who are serving in thei...,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,"As you may have heard, Mitt Romney recently chose Paul Ryan as his running mate for the 2012 preside...",Do you think Romney chose the correct running mate?,How likely are you to vote / for the Romney/Ryan ticket in November?,"As you may have heard, Mitt Romney recently chose Paul Ryan (shown below) as his running mate for th...",Do you think Romney chose the correct running mate?,How likely are you to vote / for the Romney/Ryan ticket in November?,"As you may have heard, Chris Christie was recently chosen as / the keynote speaker for the Republican...",Do you think Romney chose the correct running mate?,How likely would you have / been to vote for a Romney/Christie ticket in November?,"As you may have heard, Chris Christie (shown below) was recently chosen as the keynote speaker for t...",Do you think Romney chose the correct running mate?,How likely would you have / been to vote for a Romney/Christie ticket in November?,Thanks again! Any comments? (optional)
R_1HeAA5hXu5JpMwt,Default Response Set,Anonymous,,,0,8/16/2012 17:10,8/16/2012 17:14,1,1217,1,1,3,2,2,1,4,2,1,2,1,4,3,3,3,3,3,1,25,25,40,10,,,1,,1,,1,3,1,,,,,,,,,,
R_5mwQ3MXf4mkwLGt,Default Response Set,Anonymous,,,0,8/16/2012 17:11,8/16/2012 17:15,1,1217,1,4,1,3,3,2,4,3,3,2,3,3,3,2,2,3,3,2,5,10,25,60,,,1,,1,,1,2,7,,,,,,,,,,
R_d6WmW5rocNzLdKl,Default Response Set,Anonymous,,,0,8/16/2012 17:17,8/16/2012 17:20,1,1217,1,2,1,2,3,1,3,3,3,2,2,4,3,2,2,3,2,2,25,25,25,25,,,1,,1,,,,,,,,,,,1,2,1,
R_1Mq3ZrID8ZnJc7X,Default Response Set,Anonymous,,,0,8/16/2012 17:20,8/16/2012 17:22,1,1217,1,4,1,3,3,2,4,4,3,2,3,3,3,2,3,4,3,2,25,25,25,25,,,1,,1,,,,,1,2,1,,,,,,,
R_3pAFTaG3Wo2CUhn,Default Response Set,Anonymous,,,0,8/16/2012 17:21,8/16/2012 17:22,1,1217,1,1,2,2,3,2,3,2,3,3,2,3,2,2,3,3,3,2,20,25,25,30,,,1,,1,,,,,1,2,1,,,,,,,
R_cvhm2eAaySQx2Fn,Default Response Set,Anonymous,,,0,8/16/2012 17:23,8/16/2012 17:27,1,1217,1,2,2,2,3,1,4,3,4,3,1,4,4,3,3,4,3,1,15,15,25,45,,,1,,1,,,,,,,,1,2,3,,,,
R_3OWdulqEApEZky1,Default Response Set,Anonymous,,,0,8/16/2012 17:28,8/16/2012 17:30,1,1217,1,4,1,2,2,2,3,2,3,3,2,3,3,2,2,3,3,2,15,20,30,35,,,1,,1,,,,,1,3,3,,,,,,,
R_0VbYbUhdOHtgMXb,Default Response Set,Anonymous,,,0,8/16/2012 17:29,8/16/2012 17:31,1,1217,1,1,1,2,3,2,2,2,4,1,2,4,2,3,2,3,3,2,25,25,25,25,,,1,,1,,,,,,,,1,1,7,,,,
R_b3ijXBLm1rrl5xb,Default Response Set,Anonymous,,,0,8/16/2012 17:27,8/16/2012 17:32,1,1217,1,4,1,2,3,1,3,2,3,2,2,3,3,1,2,3,2,1,20,18,28,34,,,1,,1,,1,3,1,,,,,,,,,,thanks
R_ewEpKwgm68omcmN,Default Response Set,Anonymous,,,0,8/16/2012 17:30,8/16/2012 17:34,1,1217,1,1,2,1,2,1,3,2,3,1,1,3,2,2,2,2,2,1,10,17,39,34,,,1,,1,,,,,1,1,7,,,,,,,
R_3sgSIL5QV3Fkgkt,Default Response Set,Anonymous,,,0,8/16/2012 17:31,8/16/2012 17:36,1,1217,1,2,2,2,2,2,3,3,4,2,2,4,3,2,3,3,3,1,23,36,26,15,,,1,,1,,,,,,,,1,2,1,,,,
R_dg7W0Au3kPZJUzz,Default Response Set,Anonymous,,,0,8/16/2012 17:31,8/16/2012 17:36,1,1217,1,4,2,4,4,3,4,4,4,3,3,4,3,3,4,4,4,3,50,20,20,10,,,1,,1,,1,3,1,,,,,,,,,,
R_db7IGka22odSXPv,Default Response Set,Anonymous,,,0,8/16/2012 17:36,8/16/2012 17:40,1,1217,1,4,1,4,3,2,4,3,3,4,3,3,3,3,3,3,3,2,35,20,25,20,,,1,,1,,1,2,1,,,,,,,,,,
R_0fAEQwzqDXJPLE1,Default Response Set,Anonymous,,,0,8/16/2012 17:36,8/16/2012 17:41,1,1217,1,4,1,3,3,2,4,4,4,4,2,4,3,2,2,3,2,3,25,25,25,25,,,1,,1,,,,,,,,1,3,4,,,,
R_2n8IzARzzgm68yV,Default Response Set,Anonymous,,,0,8/16/2012 17:37,8/16/2012 17:41,1,1217,1,4,1,2,4,1,3,4,3,2,1,3,3,1,2,3,2,1,15,25,40,20,,,1,,1,,,,,1,1,1,,,,,,,hard to know if income increases were good or not without knowing inflation rate at same time. in a sense those numbers were in a vacuum and can not be truly evaluated
R_6ys8d7iB2DZONk9,Default Response Set,Anonymous,,,0,8/16/2012 17:38,8/16/2012 17:42,1,1217,1,4,1,2,2,2,4,3,3,2,2,4,3,2,3,3,3,2,1,19,40,40,,,1,,1,,,,,,,,1,2,3,,,,
R_cuXpTmfos3GcawZ,Default Response Set,Anonymous,,,0,8/16/2012 17:41,8/16/2012 17:45,1,1217,1,4,1,3,3,2,3,3,3,3,3,3,2,1,2,2,2,2,20,30,20,30,,,1,,1,,1,2,1,,,,,,,,,,
R_cVlG5FKjr1m2vxr,Default Response Set,Anonymous,,,0,8/16/2012 17:42,8/16/2012 17:46,1,1217,1,4,2,3,4,3,4,4,4,3,4,4,4,3,3,4,4,3,25,25,25,25,,,1,,1,,,,,,,,1,3,6,,,,
R_afy3G3P8JE2txRP,Default Response Set,Anonymous,,,0,8/16/2012 17:41,8/16/2012 17:46,1,1217,1,2,1,2,3,2,4,4,3,3,3,3,3,2,3,4,3,2,17,24,27,32,,,1,,1,,,,,,,,1,2,2,,,,
R_5sttbmP1EgggHCB,Default Response Set,Anonymous,,,0,8/16/2012 17:48,8/16/2012 17:51,1,1217,1,1,2,2,3,3,4,4,3,3,2,4,3,3,4,3,3,1,25,25,25,25,,,1,,1,,1,3,1,,,,,,,,,,
R_ekPOroRenLlKjRz,Default Response Set,Anonymous,,,0,8/16/2012 17:50,8/16/2012 17:52,1,1217,1,1,3,2,4,2,3,2,4,3,1,4,3,3,3,4,3,1,15,20,25,40,,,1,,1,,,,,,,,1,3,1,,,,
R_elMNq2RlwAx784l,Default Response Set,Anonymous,,,0,8/16/2012 17:50,8/16/2012 17:53,1,1217,1,1,3,2,2,2,3,2,4,2,2,4,3,3,3,3,3,2,30,20,30,20,,,1,,,,,,,1,2,1,,,,,,,
R_d0SxIQIo2pqsKBT,Default Response Set,Anonymous,,,0,8/16/2012 17:50,8/16/2012 17:54,1,1217,1,3,2,3,3,3,4,4,4,3,3,3,3,2,3,3,4,2,20,20,25,35,,,1,,1,,,,,,,,1,2,4,,,,none
R_8q3z3DZ1iRoqleZ,Default Response Set,Anonymous,,,0,8/16/2012 17:50,8/16/2012 17:55,1,1217,1,4,1,4,4,3,4,4,4,3,3,4,4,3,3,4,3,3,15,20,30,35,,,1,,1,,,,,,,,1,3,1,,,,
R_0kf6BwyepQF7xid,Default Response Set,Anonymous,,,0,8/16/2012 17:53,8/16/2012 17:56,1,1217,1,1,1,3,2,3,4,4,4,2,2,4,4,3,3,3,3,3,15,20,30,35,,,1,,1,,,,,1,3,4,,,,,,,
R_5uRjfBOVUFlMCdn,Default Response Set,Anonymous,,,0,8/16/2012 18:07,8/16/2012 18:11,1,1217,1,1,1,1,3,1,3,2,4,1,1,4,3,2,3,3,3,2,15,20,20,45,,,1,,,,,,,,,,,,,1,3,1,
R_1TSQvsw64M4Oh8x,Default Response Set,Anonymous,,,0,8/16/2012 18:08,8/16/2012 18:12,1,1217,1,4,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,10,20,20,50,,,1,,1,,1,3,1,,,,,,,,,,
R_bEejR2D8l4VY8Pr,Default Response Set,Anonymous,,,0,8/16/2012 18:18,8/16/2012 18:20,1,1217,1,3,2,3,3,2,3,4,4,2,3,3,3,2,3,4,3,2,15,20,25,40,,,1,,1,,1,2,1,,,,,,,,,,
R_0kqCTBzUJINBOLP,Default Response Set,Anonymous,,,0,8/16/2012 18:20,8/16/2012 18:24,1,1217,1,2,2,2,3,2,4,3,3,3,2,4,3,3,3,3,3,1,15,25,30,30,,,1,,1,,,,,,,,,,,1,2,1,
R_5bCk2UxTQEkuZWR,Default Response Set,Anonymous,,,0,8/16/2012 18:15,8/16/2012 18:24,1,1217,1,1,2,1,2,2,4,2,3,2,2,4,3,2,2,3,4,1,10,25,30,35,,,1,,1,,1,1,2,,,,,,,,,,..enjoying getting an insight how the economy differs in their numbers
R_5sxQiIoGgBIZOkJ,Default Response Set,Anonymous,,,0,8/16/2012 18:20,8/16/2012 18:25,1,1217,1,1,1,2,2,2,4,2,3,3,2,4,4,3,3,3,3,2,10,30,40,20,,,1,,1,,,,,,,,1,3,1,,,,I like the predominantly visual aspect of this survey.
R_3k28VqVPSt4Zkcl,Default Response Set,Anonymous,,,0,8/16/2012 18:21,8/16/2012 18:27,1,1217,1,4,2,3,4,3,4,4,4,3,3,4,3,3,3,4,4,3,15,20,25,40,,,1,,1,,,,,,,,1,2,1,,,,
R_bwKVEaCIgaHfiUR,Default Response Set,Anonymous,,,0,8/16/2012 18:25,8/16/2012 18:30,1,1217,1,3,1,3,3,2,3,3,2,3,2,2,2,2,2,3,2,2,25,25,25,25,,,1,,1,,,,,1,2,1,,,,,,,
R_0HSgqXeNiDYyufr,Default Response Set,Anonymous,,,0,8/16/2012 18:27,8/16/2012 18:32,1,1217,1,3,1,2,2,1,2,3,2,1,2,3,2,1,1,2,2,2,10,20,30,40,,,1,,1,,1,3,3,,,,,,,,,,None
R_bvj7DqvnmGcvF7D,Default Response Set,Anonymous,,,0,8/16/2012 18:31,8/16/2012 18:33,1,1217,1,4,2,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,20,20,30,30,,,1,,1,,1,3,1,,,,,,,,,,
R_0iUA3ixUW8uwq0Z,Default Response Set,Anonymous,,,0,8/16/2012 18:31,8/16/2012 18:36,1,1217,1,2,3,3,3,3,4,2,3,2,1,4,3,2,2,3,3,2,30,20,20,30,,,1,,1,,,,,,,,1,2,4,,,,
R_cN0V6WUaPl9EkCh,Default Response Set,Anonymous,,,0,8/16/2012 18:34,8/16/2012 18:40,1,1217,1,4,4,3,2,4,1,2,1,3,4,1,2,3,4,2,4,3,15,30,50,5,,,1,,1,,,,,,,,1,2,1,,,,Great survey. I'm guessing people see income increase and don't recognize it as inflation. Y'all are clever. 
R_1Y5jlbXLZXpYqax,Default Response Set,Anonymous,,,0,8/16/2012 18:44,8/16/2012 18:48,1,1217,1,4,1,3,3,2,4,3,4,2,4,4,3,2,3,4,3,2,25,10,10,55,,,1,,1,,,,,,,,1,2,1,,,,
R_cIQZLIKu9JDQRnL,Default Response Set,Anonymous,,,0,8/16/2012 18:43,8/16/2012 18:48,1,1217,1,2,3,3,4,2,4,2,4,3,2,4,4,3,3,3,3,2,20,25,30,25,,,1,,1,,,,,,,,1,1,4,,,,
R_5tdtmzAOkYjOf2J,Default Response Set,Anonymous,,,0,8/16/2012 18:46,8/16/2012 18:48,1,1217,1,4,1,4,4,3,4,4,4,3,3,4,4,3,3,4,4,2,15,20,30,35,,,,,,1,,,,1,2,1,,,,,,,
R_eVsMAKBBJiJOU9T,Default Response Set,Anonymous,,,0,8/16/2012 18:42,8/16/2012 18:50,1,1217,1,3,1,3,3,2,4,4,4,3,3,4,4,2,3,3,3,2,25,25,25,25,,,1,,1,,,,,,,,,,,1,2,1,no
R_3IWFhwq4YV7PVGZ,Default Response Set,Anonymous,,,0,8/16/2012 18:55,8/16/2012 18:59,1,1217,1,1,1,3,3,2,4,2,4,3,1,4,3,2,4,4,3,2,40,20,20,20,,,1,,1,,1,1,1,,,,,,,,,,
R_eyYKcxLeszFlK7j,Default Response Set,Anonymous,,,0,8/16/2012 18:56,8/16/2012 19:02,1,1217,1,4,2,3,4,1,4,4,3,4,4,2,4,3,3,4,4,4,15,10,25,50,,,1,,1,,,,,,,,1,1,3,,,,
R_06vmkYZZC2E60oB,Default Response Set,Anonymous,,,0,8/16/2012 19:01,8/16/2012 19:03,1,1217,1,3,1,3,3,1,3,3,3,3,2,4,2,2,2,2,3,2,10,25,30,35,,,1,,1,,,,,,,,,,,1,3,1,
R_9YPrAVOPYR5ur1r,Default Response Set,Anonymous,,,0,8/16/2012 19:02,8/16/2012 19:06,1,1217,1,4,1,3,3,2,4,4,4,3,3,3,3,2,3,4,3,3,10,10,30,50,,,1,,1,,1,3,1,,,,,,,,,,Interesting survey -- thanks!
R_bf8PazLXsd5Hyrr,Default Response Set,Anonymous,,,0,8/16/2012 19:04,8/16/2012 19:09,1,1217,1,1,2,3,3,2,4,2,4,3,3,4,4,3,4,3,3,2,5,15,40,40,,,1,,1,,1,3,1,,,,,,,,,,Thank you
R_8e4geWI0FCl4bFX,Default Response Set,Anonymous,,,0,8/16/2012 19:06,8/16/2012 19:10,1,1217,1,4,1,4,4,3,4,4,3,3,3,4,4,3,4,4,4,3,15,25,25,35,,,1,,1,,,,,1,2,7,,,,,,,
R_1Y8mkN35LF7hEm9,Default Response Set,Anonymous,,,0,8/16/2012 19:07,8/16/2012 19:11,1,1217,1,1,2,1,2,2,3,2,3,2,2,4,2,3,2,3,3,2,55,25,15,5,,,1,,,,1,3,1,,,,,,,,,,
R_6YflojsgSJGNjYV,Default Response Set,Anonymous,,,0,8/16/2012 19:10,8/16/2012 19:15,1,1217,1,1,3,2,3,1,3,2,2,3,2,3,3,1,1,3,1,1,25,20,25,30,,,1,,1,,1,2,1,,,,,,,,,,No comment.
R_4UQbcxBdKJZ0F0N,Default Response Set,Anonymous,,,0,8/16/2012 19:12,8/16/2012 19:16,1,1217,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,25,25,25,,,1,,1,,,,,1,3,4,,,,,,,
R_0SUVylBhVTk7BHv,Default Response Set,Anonymous,,,0,8/16/2012 19:18,8/16/2012 19:22,1,1217,1,4,3,3,3,3,4,4,4,3,2,4,3,3,4,4,3,3,10,20,30,40,,,1,,1,,1,3,1,,,,,,,,,,
R_b7LQe00scvJHqND,Default Response Set,Anonymous,,,0,8/16/2012 19:21,8/16/2012 19:23,1,1217,1,1,3,1,2,2,4,2,3,2,1,4,3,3,3,3,3,2,30,60,5,5,,,1,,1,,,,,1,3,1,,,,,,,
R_5gLEhAHsIDlTvAp,Default Response Set,Anonymous,,,0,8/16/2012 19:21,8/16/2012 19:25,1,1217,1,4,1,3,2,1,4,4,4,3,3,3,3,2,3,4,3,2,40,20,25,15,,,1,,1,,,,,,,,,,,1,2,1,
R_0BdeP89cyj495IN,Default Response Set,Anonymous,,,0,8/16/2012 19:21,8/16/2012 19:26,1,1217,1,1,3,3,3,3,4,2,4,2,1,4,3,3,4,3,4,2,-20,40,30,50,,,1,,1,,,,,,,,,,,1,3,1,
R_5zKiM38RmB3zr0x,Default Response Set,Anonymous,,,0,8/16/2012 19:22,8/16/2012 19:27,1,1217,1,2,3,2,3,2,4,2,4,3,1,4,3,3,3,3,3,2,35,15,5,45,,1,,,,,,,,1,1,1,,,,,,,
R_9NcmoDdEtxonD25,Default Response Set,Anonymous,,,0,8/16/2012 19:27,8/16/2012 19:31,1,1217,1,4,2,3,3,2,4,4,3,2,3,3,3,2,3,3,3,2,25,25,25,25,,,1,,1,,,,,,,,,,,1,3,1,
R_e9BOR9N62MDsWcB,Default Response Set,Anonymous,,,0,8/16/2012 19:29,8/16/2012 19:32,1,1217,1,3,2,3,3,2,4,4,4,3,2,3,3,3,2,4,3,2,15,25,30,30,,,1,,1,,,,,1,3,6,,,,,,,"I didn't pick Romney in the primary, but I'll vote for anyone against Obama. We can't handle a socialist economy or another four years of this lousy economy because he blows through our money like its nothing. "
R_5my7Qyu5hW5ncQB,Default Response Set,Anonymous,,,0,8/16/2012 19:31,8/16/2012 19:34,1,1217,1,3,2,2,3,2,3,3,3,2,2,3,2,2,3,3,3,2,50,30,15,5,,,1,,1,,1,2,1,,,,,,,,,,
R_74MaJsGacznpsX3,Default Response Set,Anonymous,,,0,8/16/2012 19:33,8/16/2012 19:40,1,1217,1,4,1,3,2,1,4,3,3,3,2,4,2,2,2,3,3,1,15,30,40,15,,,1,,1,,,,,,,,,,,1,3,5,I really enjoyed this survey. Thanks so much!
R_9GHpfD90Hq35rtb,Default Response Set,Anonymous,,,0,8/16/2012 19:39,8/16/2012 19:42,1,1217,1,4,1,3,3,1,3,4,2,2,2,4,3,1,3,3,2,2,35,25,15,25,,,1,,1,,,,,,,,,,,1,1,5,
R_81iy7imq8w6aMhn,Default Response Set,Anonymous,,,0,8/16/2012 19:57,8/16/2012 20:01,1,1217,1,4,2,3,4,2,3,4,3,3,3,3,3,2,3,3,3,3,20,25,30,25,,,1,,1,,,,,1,3,1,,,,,,,
R_br5JyYz9bmnZ2sJ,Default Response Set,Anonymous,,,0,8/16/2012 20:01,8/16/2012 20:04,1,1217,1,4,2,3,4,3,4,4,4,4,2,4,4,3,3,4,3,3,10,15,25,50,,,1,,1,,,,,1,2,1,,,,,,,
R_bgrzbOfGGcFbpPf,Default Response Set,Anonymous,,,0,8/16/2012 20:06,8/16/2012 20:09,1,1217,1,1,3,2,3,2,4,2,4,2,1,4,3,3,3,3,3,2,35,15,15,35,,1,,,,,1,1,1,,,,,,,,,,
R_07cxqtBq9kEJLH7,Default Response Set,Anonymous,,,0,8/16/2012 20:07,8/16/2012 20:11,1,1217,1,4,2,3,3,2,4,4,4,3,2,4,3,2,4,4,4,2,20,30,20,30,,,1,,1,,,,,1,2,4,,,,,,,
R_0dLQ2XI2yDqxN8p,Default Response Set,Anonymous,,,0,8/16/2012 20:07,8/16/2012 20:12,1,1217,1,1,3,2,3,3,4,2,3,3,1,4,3,3,3,3,4,2,15,20,30,35,,,1,,1,,,,,,,,,,,1,3,2,
R_eD0ejmPfDIjRphX,Default Response Set,Anonymous,,,0,8/16/2012 20:13,8/16/2012 20:17,1,1217,1,1,1,3,3,2,3,4,3,2,2,3,3,3,3,4,3,2,30,30,20,20,,,1,,1,,,,,,,,,,,1,3,1,
R_e8lEdbSJmEhpbLL,Default Response Set,Anonymous,,,0,8/16/2012 20:06,8/16/2012 20:17,1,1217,1,3,2,2,3,2,3,3,3,3,2,3,3,2,3,3,3,2,20,30,10,40,,,1,,1,,,,,,,,1,3,5,,,,
R_8nLXcmh0MGKluaF,Default Response Set,Anonymous,,,0,8/16/2012 20:15,8/16/2012 20:21,1,1217,1,4,1,4,4,2,3,4,3,3,3,4,3,2,3,4,3,2,10,20,30,40,,,1,,1,,,,,,,,1,2,1,,,,
R_b75GUgAIxwLJeRL,Default Response Set,Anonymous,,,0,8/16/2012 20:18,8/16/2012 20:21,1,1217,1,4,2,3,3,2,3,4,3,3,3,3,3,2,3,3,3,3,10,20,30,40,,,1,,1,,,,,1,3,1,,,,,,,
R_5hgYxWr1wE7YMC1,Default Response Set,Anonymous,,,0,8/16/2012 20:23,8/16/2012 20:29,1,1217,1,3,1,2,3,2,4,4,4,2,2,4,3,2,2,3,3,1,15,30,35,20,,,1,,1,,,,,,,,1,2,1,,,,
R_5nXf8GMlsFTh0jz,Default Response Set,Anonymous,,,0,8/16/2012 20:25,8/16/2012 20:31,1,1217,1,4,3,3,4,4,3,3,4,3,2,3,2,2,2,3,3,2,20,30,20,30,,,,,,1,,,,,,,1,1,4,,,,no
R_3EiDCJoNR2Ay7tP,Default Response Set,Anonymous,,,0,8/16/2012 20:28,8/16/2012 20:32,1,1217,1,3,2,3,3,2,4,4,4,4,2,4,4,2,3,4,3,2,15,15,30,40,,,1,,1,,,,,,,,,,,1,1,1,
R_2h45bVW0tK6hn1j,Default Response Set,Anonymous,,,0,8/16/2012 20:35,8/16/2012 20:40,1,1217,1,1,1,2,4,4,4,4,4,4,2,4,4,3,4,4,4,2,20,20,30,30,,,1,,1,,,,,,,,,,,1,3,1,
R_3EPVl70UQJShDlr,Default Response Set,Anonymous,,,0,8/16/2012 20:40,8/16/2012 20:47,1,1217,1,2,2,2,3,1,3,2,3,2,1,4,2,1,2,3,2,1,25,25,30,20,,,1,,1,,,,,1,3,4,,,,,,,
R_01JaJPZWEfZrEKF,Default Response Set,Anonymous,,,0,8/16/2012 20:42,8/16/2012 20:50,1,1217,1,4,2,3,3,2,4,3,3,3,2,4,3,2,3,3,3,2,25,30,30,15,,,1,,1,,1,1,7,,,,,,,,,,This was an interesting one! I feel like I should have taken notes to get a better idea of which years had the most growth.
R_9FZ6HQwtAb1iOQ5,Default Response Set,Anonymous,,,0,8/16/2012 20:45,8/16/2012 20:56,1,1217,1,3,1,3,4,1,4,4,4,2,3,4,3,2,3,4,3,2,30,10,30,30,,,1,,1,,,,,,,,1,2,7,,,,
R_eEXwiCCk7HJ6mI5,Default Response Set,Anonymous,,,0,8/16/2012 20:55,8/16/2012 21:00,1,1217,1,1,1,2,2,3,3,3,3,3,1,3,3,2,3,3,2,2,15,35,35,15,,,1,,1,,,,,1,3,1,,,,,,,
R_2rDIIYAHzPQilBH,Default Response Set,Anonymous,,,0,8/16/2012 20:57,8/16/2012 21:00,1,1217,1,3,1,3,1,1,3,3,3,1,3,2,3,2,3,3,3,2,20,30,15,35,,,1,,1,,,,,,,,,,,1,1,4,
R_6nzsU4wjCVfjS3X,Default Response Set,Anonymous,,,0,8/16/2012 20:59,8/16/2012 21:02,1,1217,1,1,4,3,4,2,3,3,3,2,2,4,3,2,3,2,3,2,10,15,25,50,,,1,,1,,,,,1,2,1,,,,,,,
R_0Hh1eQyMe5os7L7,Default Response Set,Anonymous,,,0,8/16/2012 20:58,8/16/2012 21:04,1,1217,1,1,3,3,3,2,3,3,4,3,2,4,3,2,3,3,3,3,20,35,40,5,,,1,,1,,,,,,,,,,,1,2,1,
R_6n8mqyeNi1UVilf,Default Response Set,Anonymous,,,0,8/16/2012 21:07,8/16/2012 21:10,1,1217,1,1,1,2,3,1,3,2,3,3,2,4,3,2,3,2,2,1,25,25,25,25,,,1,,1,,,,,1,3,1,,,,,,,
R_9FRPKuVcX8ICiLb,Default Response Set,Anonymous,,,0,8/16/2012 21:07,8/16/2012 21:11,1,1217,1,2,1,3,2,2,3,4,4,3,2,4,3,2,3,3,3,2,30,20,20,30,,,1,,1,,,,,,,,1,3,1,,,,
R_0BP7jQMMGc1s1IF,Default Response Set,Anonymous,,,0,8/16/2012 21:13,8/16/2012 21:19,1,1217,1,1,2,1,2,1,3,2,3,1,1,4,3,2,2,3,3,1,25,25,25,25,,,1,,1,,,,,1,1,7,,,,,,,
R_0B4UWBSywtzDYfr,Default Response Set,Anonymous,,,0,8/16/2012 21:15,8/16/2012 21:20,1,1217,1,2,2,1,3,2,4,3,3,2,1,2,4,3,3,3,2,3,15,30,20,35,,,1,,1,,,,,,,,1,2,1,,,,
R_5tNSosAO3omvVNr,Default Response Set,Anonymous,,,0,8/16/2012 21:21,8/16/2012 21:25,1,1217,1,2,1,3,3,2,3,2,3,3,2,3,2,2,3,3,3,2,45,30,15,10,,,1,,1,,1,3,4,,,,,,,,,,
R_cT6QvPqxXBUzBTn,Default Response Set,Anonymous,,,0,8/16/2012 21:24,8/16/2012 21:27,1,1217,1,4,2,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,0,0,40,60,,,1,,1,,,,,,,,1,3,1,,,,
R_57w8Xm727fT6ij3,Default Response Set,Anonymous,,,0,8/16/2012 21:25,8/16/2012 21:28,1,1217,1,4,1,3,3,2,4,4,4,3,3,3,3,2,3,3,3,2,20,20,30,30,,,1,,1,,,,,,,,,,,1,3,1,
R_4OAbA7Q32JlS0RL,Default Response Set,Anonymous,,,0,8/16/2012 21:24,8/16/2012 21:28,1,1217,1,4,2,2,3,2,3,3,3,2,2,3,3,2,2,3,3,2,25,25,25,25,,,1,,1,,,,,,,,,,,1,3,4,
R_a02m0EAUOFQ0Wix,Default Response Set,Anonymous,,,0,8/16/2012 21:25,8/16/2012 21:29,1,1217,1,1,1,2,3,2,4,3,4,3,1,3,4,3,4,3,3,1,10,20,30,40,,,1,,1,,1,2,1,,,,,,,,,,
R_a5lVnoSereqrpAx,Default Response Set,Anonymous,,,0,8/16/2012 21:29,8/16/2012 21:35,1,1217,1,3,1,2,3,2,4,2,4,3,2,3,3,2,3,3,2,2,5,15,30,50,,,1,,1,,,,,1,2,4,,,,,,,None
R_6E6YNVkKKqGwIPr,Default Response Set,Anonymous,,,0,8/16/2012 21:40,8/16/2012 21:44,1,1217,1,4,2,2,3,3,3,4,3,3,3,3,3,2,3,4,3,2,40,30,15,15,,,1,,1,,,,,,,,,,,1,3,1,
R_3vAyUzmo0ThsdDf,Default Response Set,Anonymous,,,0,8/16/2012 21:54,8/16/2012 21:58,1,1217,1,2,2,2,3,1,4,3,4,3,2,3,3,2,2,4,3,2,20,20,25,35,,,1,,1,,,,,,,,1,3,1,,,,
R_5jYuTGlv9VKXaSx,Default Response Set,Anonymous,,,0,8/16/2012 21:57,8/16/2012 22:01,1,1217,1,2,3,3,2,3,3,3,3,3,3,4,3,1,1,3,3,2,20,30,30,20,,,1,,1,,,,,,,,,,,1,2,1,
R_9meCe9P6AsxSzYh,Default Response Set,Anonymous,,,0,8/16/2012 22:06,8/16/2012 22:11,1,1217,1,4,1,3,3,1,3,3,4,3,2,4,3,2,2,4,3,1,25,25,25,25,,,1,,1,,,,,,,,,,,1,3,4,none
R_0VZnTJ8gdEtR1eR,Default Response Set,Anonymous,,,0,8/16/2012 22:12,8/16/2012 22:16,1,1217,1,1,3,2,3,1,3,3,4,3,1,4,3,2,4,3,3,1,30,20,10,40,,,1,,1,,,,,,,,1,3,1,,,,
R_8629anMLTGqxRvn,Default Response Set,Anonymous,,,0,8/16/2012 22:14,8/16/2012 22:17,1,1217,1,4,1,3,3,2,4,4,4,3,3,4,3,3,3,3,3,2,25,0,25,50,,,1,,1,,1,2,1,,,,,,,,,,
R_aXe3mfFWJUHcKYR,Default Response Set,Anonymous,,,0,8/16/2012 22:26,8/16/2012 22:29,1,1217,1,4,2,4,4,3,4,4,4,4,1,4,4,3,4,4,4,2,25,25,25,25,,,1,,1,,,,,,,,,,,1,1,1,
R_2gxRPraXeXq3u9T,Default Response Set,Anonymous,,,0,8/16/2012 22:25,8/16/2012 22:34,1,1217,1,1,3,1,4,1,4,3,4,1,1,4,3,3,3,3,1,1,30,25,30,15,,,1,,1,,,,,1,3,1,,,,,,,
R_brUu9Vp3p9uaz9r,Default Response Set,Anonymous,,,0,8/16/2012 22:30,8/16/2012 22:35,1,1217,1,1,1,3,3,1,3,4,3,3,1,3,3,2,2,4,2,1,10,30,35,25,,,1,,1,,,,,,,,1,2,1,,,,
R_7NzXUXsgd8v3OxD,Default Response Set,Anonymous,,,0,8/16/2012 22:35,8/16/2012 22:38,1,1217,1,1,1,1,2,1,4,1,4,1,1,3,3,2,3,3,3,1,40,20,20,20,,,1,,1,,1,2,4,,,,,,,,,,
R_6x0ePzxFuVN8Knb,Default Response Set,Anonymous,,,0,8/16/2012 22:47,8/16/2012 22:49,1,1217,1,2,3,2,1,3,2,2,3,2,2,2,2,3,3,2,2,2,15,25,33,27,,,,,,1,1,3,7,,,,,,,,,,Thank you.
